Country Code,Short Name,Region,year,GDPPerCapita,GDPperCapitaPPP,Homicide,HomicideFemale,HomicideFemale,Population
CZE,Czech Republic,Europe & Central Asia,2012,"19,930","28,527",1,1,1,"10,510,785"
DEU,Germany,Europe & Central Asia,2012,"44,259","42,822",1,1,1,"80,425,823"
DJI,Djibouti,Middle East & North Africa,2012,,,,,,"881,185"
DMA,Dominica,Latin America & Caribbean,2012,"6,767","9,983",,,,"72,044"
DNK,Denmark,Europe & Central Asia,2012,"58,488","44,337",1,1,1,"5,591,572"
DOM,Dominican Republic,Latin America & Caribbean,2012,"5,631","11,495",22,4,41,"10,154,950"
DZA,Algeria,Middle East & North Africa,2012,"4,564","13,162",1,,,"37,565,847"
ECU,Ecuador,Latin America & Caribbean,2012,"5,140","10,322",12,3,22,"15,419,666"
EGY,Egypt,Middle East & North Africa,2012,"2,593","9,823",3,1,4,"87,813,257"
ERI,Eritrea,Sub-Saharan Africa,2012,,,,,,
ESP,Spain,Europe & Central Asia,2012,"29,415","31,109",1,1,1,"46,773,055"
EST,Estonia,Europe & Central Asia,2012,"16,538","25,692",5,2,7,"1,322,696"
ETH,Ethiopia,Sub-Saharan Africa,2012,391,"1,231",,,,"92,444,183"
FIN,Finland,Europe & Central Asia,2012,"46,278","39,913",2,1,2,"5,413,971"
FJI,Fiji,East Asia & Pacific,2012,"3,744","7,538",2,2,3,"873,596"
FRA,France,Europe & Central Asia,2012,"41,258","37,377",1,,,"65,659,789"
FRO,Faroe Islands,Europe & Central Asia,2012,,,,,,"48,666"
FSM,Micronesia,East Asia & Pacific,2012,"2,902","3,344",,,,"103,503"
GAB,Gabon,Sub-Saharan Africa,2012,"9,212","16,159",,,,"1,756,817"
GBR,United Kingdom,Europe & Central Asia,2012,"39,707","37,094",1,1,1,"63,700,300"
GEO,Georgia,Europe & Central Asia,2012,"3,559","8,085",,,,"3,728,874"
GHA,Ghana,Sub-Saharan Africa,2012,"1,558","3,632",,,,"25,733,049"
GIB,Gibraltar,Europe & Central Asia,2012,,,,,,"33,623"
GIN,Guinea,Sub-Saharan Africa,2012,680,"1,684",,,,"11,281,469"
GMB,The Gambia,Sub-Saharan Africa,2012,534,"1,560",,,,"1,802,125"
GNB,Guinea-Bissau,Sub-Saharan Africa,2012,551,"1,413",,,,"1,638,139"
GNQ,Equatorial Guinea,Sub-Saharan Africa,2012,"18,106","35,632",,,,"1,038,593"
GRC,Greece,Europe & Central Asia,2012,"22,831","24,364",1,1,2,"11,045,011"
GRD,Grenada,Latin America & Caribbean,2012,"7,280","11,049",13,9,17,"105,481"
GRL,Greenland,Europe & Central Asia,2012,"44,454",,14,,,"56,810"
GTM,Guatemala,Latin America & Caribbean,2012,"2,903","6,899",34,7,61,"15,271,056"
GUM,Guam,East Asia & Pacific,2012,"31,257",,,,,"159,973"
GUY,Guyana,Latin America & Caribbean,2012,"3,343","6,420",18,7,30,"753,091"
HKG,"Hong Kong SAR, China",East Asia & Pacific,2012,"34,086","50,378",0,0,0,"7,150,100"
HND,Honduras,Latin America & Caribbean,2012,"2,013","4,137",84,14,155,"8,505,646"
HRV,Croatia,Europe & Central Asia,2012,"13,654","20,343",1,1,2,"4,267,558"
HTI,Haiti,Latin America & Caribbean,2012,699,"1,585",10,5,16,"10,289,210"
HUN,Hungary,Europe & Central Asia,2012,"13,197","22,585",1,1,1,"9,920,362"
IDN,Indonesia,East Asia & Pacific,2012,"3,415","9,251",1,,,"248,883,232"
IMN,Isle of Man,Europe & Central Asia,2012,"76,552",,2,,,"81,406"
IND,India,South Asia,2012,"1,472","4,828",4,3,4,"1,263,065,852"
IRL,Ireland,Europe & Central Asia,2012,"50,183","44,829",1,1,2,"4,599,533"
IRN,Iran,Middle East & North Africa,2012,"6,053","16,626",,,,"76,453,574"
IRQ,Iraq,Middle East & North Africa,2012,"5,178","14,626",8,3,13,"32,776,571"
ISL,Iceland,Europe & Central Asia,2012,"44,032","41,077",0,1,0,"320,716"
ISR,Israel,Middle East & North Africa,2012,"31,671","30,645",2,1,3,"7,910,500"
ITA,Italy,Europe & Central Asia,2012,"34,885","35,228",1,1,1,"59,539,717"
JAM,Jamaica,Latin America & Caribbean,2012,"4,697","8,020",39,9,69,"2,840,992"
JOR,Jordan,Middle East & North Africa,2012,"3,482","8,964",2,1,3,"7,992,573"
JPN,Japan,East Asia & Pacific,2012,"45,277","36,368",0,0,0,"127,629,000"
KAZ,Kazakhstan,Europe & Central Asia,2012,"9,923","21,986",7,3,12,"16,792,089"
KEN,Kenya,Sub-Saharan Africa,2012,"1,017","2,603",5,,,"43,646,629"
KGZ,Kyrgyz Republic,Europe & Central Asia,2012,905,"2,870",5,,,"5,607,200"
KHM,Cambodia,East Asia & Pacific,2012,874,"2,807",,,,"14,776,866"
KIR,Kiribati,East Asia & Pacific,2012,"1,558","1,799",8,3,12,"106,613"
KNA,St. Kitts and Nevis,Latin America & Caribbean,2012,"14,743","23,160",34,,,"52,591"
KOR,Korea,East Asia & Pacific,2012,"23,124","31,777",1,,,"50,199,853"
KWT,Kuwait,Middle East & North Africa,2012,"39,733","77,618",2,1,3,"3,395,556"
LAO,Lao PDR,East Asia & Pacific,2012,"1,297","4,794",,,,"6,415,169"
LBN,Lebanon,Middle East & North Africa,2012,"8,107","15,057",4,,,"4,916,404"
LBR,Liberia,Sub-Saharan Africa,2012,558,"1,198",3,1,5,"4,181,563"
LBY,Libya,Middle East & North Africa,2012,"10,209","24,956",,,,"6,198,258"
LCA,St. Lucia,Latin America & Caribbean,2012,"8,131","11,970",22,7,38,"174,835"
LIE,Liechtenstein,Europe & Central Asia,2012,,,0,,,"36,545"
LKA,Sri Lanka,South Asia,2012,"3,286","9,980",3,2,5,"20,425,000"
LSO,Lesotho,Sub-Saharan Africa,2012,"1,280","2,617",31,,,"2,089,928"
LTU,Lithuania,Europe & Central Asia,2012,"13,679","24,049",7,3,11,"2,987,773"
LUX,Luxembourg,Europe & Central Asia,2012,"102,405","89,505",0,0,0,"530,946"
LVA,Latvia,Europe & Central Asia,2012,"12,925","20,828",3,3,3,"2,034,319"
MAC,"Macao SAR, China",East Asia & Pacific,2012,"66,449","124,569",1,0,1,"562,531"
MAF,St. Martin (French part),Latin America & Caribbean,2012,,,,,,"30,959"
MAR,Morocco,Middle East & North Africa,2012,"2,987","6,791",1,0,2,"33,333,789"
MCO,Monaco,Europe & Central Asia,2012,"153,470",,0,,,"37,783"
MDA,Moldova,Europe & Central Asia,2012,"1,732","4,151",6,3,8,"3,559,519"
MDG,Madagascar,Sub-Saharan Africa,2012,408,"1,371",,,,"22,346,573"
MDV,Maldives,South Asia,2012,"7,459","12,612",3,,,"386,203"
MEX,Mexico,Latin America & Caribbean,2012,"9,406","16,395",21,5,39,"120,828,307"
MHL,Marshall Islands,East Asia & Pacific,2012,"3,280","3,626",,,,"52,663"
MKD,North Macedonia,Europe & Central Asia,2012,"4,621","11,550",1,1,2,"2,074,036"
MLI,Mali,Sub-Saharan Africa,2012,683,"1,805",,,,"16,006,670"
MLT,Malta,Middle East & North Africa,2012,"21,658","29,126",3,1,4,"420,028"
MMR,Myanmar,East Asia & Pacific,2012,"1,101","4,149",3,1,5,"50,986,514"
MNE,Montenegro,Europe & Central Asia,2012,"6,697","14,070",3,1,5,"620,601"
MNG,Mongolia,East Asia & Pacific,2012,"3,366","9,789",7,4,10,"2,814,226"
MNP,Northern Mariana Islands,East Asia & Pacific,2012,"13,804",,,,,"53,718"
MOZ,Mozambique,Sub-Saharan Africa,2012,454,994,,,,"25,676,606"
MRT,Mauritania,Sub-Saharan Africa,2012,"1,255","3,463",,,,"3,830,239"
MUS,Mauritius,Sub-Saharan Africa,2012,"8,580","17,093",2,2,3,"1,255,882"
MWI,Malawi,Sub-Saharan Africa,2012,462,"1,040",2,1,3,"16,097,305"
MYS,Malaysia,East Asia & Pacific,2012,"9,709","22,591",2,,,"29,170,456"
NAM,Namibia,Sub-Saharan Africa,2012,"5,502","8,967",17,3,32,"2,263,934"
NCL,New Caledonia,East Asia & Pacific,2012,,,,,,"259,000"
NER,Niger,Sub-Saharan Africa,2012,369,863,4,2,7,"17,731,634"
NGA,Nigeria,Sub-Saharan Africa,2012,"2,384","5,288",,,,"167,297,284"
NIC,Nicaragua,Latin America & Caribbean,2012,"1,687","4,453",11,2,21,"5,877,108"
NLD,Netherlands,Europe & Central Asia,2012,"50,781","45,949",1,1,1,"16,754,962"
NOR,Norway,Europe & Central Asia,2012,"88,689","63,003",1,0,1,"5,018,573"
NPL,Nepal,South Asia,2012,627,"2,103",2,,,"27,649,925"
NRU,Nauru,East Asia & Pacific,2012,"5,891","7,905",0,,,"10,279"
NZL,New Zealand,East Asia & Pacific,2012,"35,003","33,369",1,1,1,"4,408,100"
OMN,Oman,Middle East & North Africa,2012,"18,300","43,030",1,,,"3,464,644"
PAK,Pakistan,South Asia,2012,"1,061","4,367",8,,,"177,911,533"
PAN,Panama,Latin America & Caribbean,2012,"9,535","18,441",17,2,32,"3,772,938"
PER,Peru,Latin America & Caribbean,2012,"5,521","10,944",7,2,11,"30,158,966"
PHL,Philippines,East Asia & Pacific,2012,"2,279","5,989",9,2,15,"96,866,642"
PLW,Palau,East Asia & Pacific,2012,"9,618","12,872",3,,,"20,758"
PNG,Papua New Guinea,East Asia & Pacific,2012,"2,029","3,230",,,,"7,430,836"
POL,Poland,Europe & Central Asia,2012,"13,435","23,218",1,1,1,"38,063,164"
PRI,Puerto Rico,Latin America & Caribbean,2012,"26,980","34,622",27,4,53,"3,634,488"
PRK,Dem. People's Rep. Korea,East Asia & Pacific,2012,,,,,,"24,854,034"
PRT,Portugal,Europe & Central Asia,2012,"21,353","25,806",1,1,2,"10,514,844"
PRY,Paraguay,Latin America & Caribbean,2012,"4,424","9,892",10,2,18,"6,379,219"
PSE,West Bank and Gaza,Middle East & North Africa,2012,"2,631","4,842",1,0,1,"4,046,901"
PYF,French Polynesia,East Asia & Pacific,2012,,,,,,"271,703"
QAT,Qatar,Middle East & North Africa,2012,"70,397","125,302",0,0,0,"2,109,568"
ROU,Romania,Europe & Central Asia,2012,"8,629","18,361",2,1,3,"20,058,035"
RUS,Russia,Europe & Central Asia,2012,"11,621","25,156",,,,"143,201,676"
RWA,Rwanda,Sub-Saharan Africa,2012,628,"1,524",2,,,"10,788,853"
SAU,Saudi Arabia,Middle East & North Africa,2012,"21,056","49,659",,,,"29,086,357"
SDN,Sudan,Sub-Saharan Africa,2012,"1,797","4,097",,,,"35,990,192"
SEN,Senegal,Sub-Saharan Africa,2012,"1,262","2,739",,,,"13,703,513"
SGP,Singapore,East Asia & Pacific,2012,"49,262","76,286",0,0,0,"5,312,437"
SLB,Solomon Islands,East Asia & Pacific,2012,"1,462","2,119",,,,"551,531"
SLE,Sierra Leone,Sub-Saharan Africa,2012,467,"1,403",2,,,"6,766,103"
SLV,El Salvador,Latin America & Caribbean,2012,"3,165","6,664",42,10,77,"6,221,246"
SMR,San Marino,Europe & Central Asia,2012,"56,117","60,283",,,,"31,914"
SOM,Somalia,Sub-Saharan Africa,2012,,,,,,"12,763,776"
SRB,Serbia,Europe & Central Asia,2012,"5,502","12,899",1,1,2,"7,199,077"
SSD,South Sudan,Sub-Saharan Africa,2012,,"1,550",14,6,22,"10,818,258"
STP,São Tomé and Principe,Sub-Saharan Africa,2012,"1,163","2,718",,,,"182,889"
SUR,Suriname,Latin America & Caribbean,2012,"8,841","15,132",,,,"537,077"
SVK,Slovak Republic,Europe & Central Asia,2012,"17,300","26,218",1,1,2,"5,407,579"
SVN,Slovenia,Europe & Central Asia,2012,"22,864","27,977",1,1,1,"2,057,159"
SWE,Sweden,Europe & Central Asia,2012,"52,578","43,356",1,0,1,"9,519,374"
SWZ,Eswatini,Sub-Saharan Africa,2012,"3,808","7,529",,,,"1,248,158"
SXM,Sint Maarten (Dutch part),Latin America & Caribbean,2012,,"35,564",,,,"34,640"
SYC,Seychelles,Sub-Saharan Africa,2012,"12,000","22,618",4,1,8,"88,303"
SYR,Syrian Arab Republic,Middle East & North Africa,2012,,,,,,"20,420,701"
TCA,Turks and Caicos Islands,Latin America & Caribbean,2012,,,,,,"32,431"
TCD,Chad,Sub-Saharan Africa,2012,914,"1,963",,,,"12,705,135"
TGO,Togo,Sub-Saharan Africa,2012,566,"1,318",,,,"6,859,482"
THA,Thailand,East Asia & Pacific,2012,"5,437","14,448",5,1,9,"67,843,979"
TJK,Tajikistan,Europe & Central Asia,2012,815,"2,324",,,,"7,995,062"
TKM,Turkmenistan,Europe & Central Asia,2012,"5,463","12,235",,,,"5,267,839"
TLS,Timor-Leste,East Asia & Pacific,2012,"4,058","9,977",,,,"1,156,760"
TON,Tonga,East Asia & Pacific,2012,"3,651","5,129",1,2,0,"104,951"
TTO,Trinidad and Tobago,Latin America & Caribbean,2012,"16,680","31,255",28,7,51,"1,341,588"
TUN,Tunisia,Middle East & North Africa,2012,"4,127","10,404",3,1,5,"10,886,668"
TUR,Turkey,Europe & Central Asia,2012,"12,053","20,282",4,2,7,"74,569,867"
TUV,Tuvalu,East Asia & Pacific,2012,"3,068","3,032",19,,,"10,725"
TZA,Tanzania,Sub-Saharan Africa,2012,756,"2,265",8,2,15,"49,082,997"
UGA,Uganda,Sub-Saharan Africa,2012,632,"1,608",11,4,18,"36,306,796"
UKR,Ukraine,Europe & Central Asia,2012,"3,154","8,322",5,,,"45,593,300"
URY,Uruguay,Latin America & Caribbean,2012,"12,913","18,477",8,2,14,"3,396,777"
USA,United States,North America,2012,"49,596","50,632",5,2,7,"313,874,218"
UZB,Uzbekistan,Europe & Central Asia,2012,"1,548","4,766",,,,"29,774,500"
VCT,St. Vincent and the Grenadines,Latin America & Caribbean,2012,"6,291","10,009",26,,,"109,328"
VEN,Venezuela,Latin America & Caribbean,2012,"14,474","17,679",54,6,102,"29,893,080"
VGB,British Virgin Islands,Latin America & Caribbean,2012,,,,,,"28,509"
VIR,Virgin Islands,Latin America & Caribbean,2012,"31,301",,49,4,99,"108,191"
VNM,Vietnam,East Asia & Pacific,2012,"1,433","4,821",,,,"90,451,881"
VUT,Vanuatu,East Asia & Pacific,2012,"2,917","2,899",,,,"247,485"
WSM,Samoa,East Asia & Pacific,2012,"3,610","5,644",,,,"189,194"
XKX,Kosovo,Europe & Central Asia,2012,"3,483","8,393",5,,,"1,805,200"
YEM,Yemen,Middle East & North Africa,2012,"1,109","3,793",6,,,"24,909,969"
ZAF,South Africa,Sub-Saharan Africa,2012,"7,477","12,215",31,,,"52,998,213"
ZMB,Zambia,Sub-Saharan Africa,2012,"1,566","3,509",6,,,"14,699,937"
ZWE,Zimbabwe,Sub-Saharan Africa,2012,"1,091","2,217",7,2,12,"14,710,826"
ABW,Aruba,Latin America & Caribbean,2013,"24,629","36,073",6,2,10,"103,187"
AFG,Afghanistan,South Asia,2013,598,"1,838",,,,"31,731,688"
AGO,Angola,Sub-Saharan Africa,2013,"3,799","6,735",,,,"25,998,340"
ALB,Albania,Europe & Central Asia,2013,"4,328","10,493",4,2,7,"2,895,092"
AND,Andorra,Europe & Central Asia,2013,"39,104",,0,0,0,"80,788"
ARE,United Arab Emirates,Middle East & North Africa,2013,"37,766","61,688",1,1,1,"9,006,263"
ARG,Argentina,Latin America & Caribbean,2013,"10,699","19,482",,,,"42,539,925"
ARM,Armenia,Europe & Central Asia,2013,"3,711","7,728",2,1,3,"2,893,509"
ASM,American Samoa,East Asia & Pacific,2013,"9,711",,5,,,"55,307"
ATG,Antigua and Barbuda,Latin America & Caribbean,2013,"11,928","18,824",,,,"97,824"
AUS,Australia,East Asia & Pacific,2013,"54,050","43,151",1,1,1,"23,128,129"
AUT,Austria,Europe & Central Asia,2013,"47,901","44,301",1,1,1,"8,479,823"
AZE,Azerbaijan,Europe & Central Asia,2013,"6,078","16,593",2,1,3,"9,416,801"
BDI,Burundi,Sub-Saharan Africa,2013,241,756,5,2,9,"9,600,186"
BEL,Belgium,Europe & Central Asia,2013,"44,302","41,014",2,2,2,"11,159,407"
BEN,Benin,Sub-Saharan Africa,2013,806,"1,935",,,,"10,004,451"
BFA,Burkina Faso,Sub-Saharan Africa,2013,632,"1,562",1,,,"17,072,723"
BGD,Bangladesh,South Asia,2013,880,"2,836",3,,,"157,571,292"
BGR,Bulgaria,Europe & Central Asia,2013,"7,137","15,939",2,1,2,"7,265,115"
BHR,Bahrain,Middle East & North Africa,2013,"21,800","42,680",0,,,"1,315,411"
BHS,The Bahamas,Latin America & Caribbean,2013,"27,643","28,871",32,,,"377,240"
BIH,Bosnia and Herzegovina,Europe & Central Asia,2013,"4,883","10,285",1,1,2,"3,604,999"
BLR,Belarus,Europe & Central Asia,2013,"6,708","17,645",4,2,5,"9,465,997"
BLZ,Belize,Latin America & Caribbean,2013,"4,304","7,800",29,6,52,"344,181"
BMU,Bermuda,North America,2013,"79,252","50,669",8,0,17,"65,001"
BOL,Bolivia,Latin America & Caribbean,2013,"2,231","6,091",9,,,"10,400,264"
BRA,Brazil,Latin America & Caribbean,2013,"11,912","15,430",27,4,50,"202,408,632"
BRB,Barbados,Latin America & Caribbean,2013,"16,187","16,408",8,5,13,"282,509"
BRN,Brunei,East Asia & Pacific,2013,"34,619","79,070",0,,,"405,716"
BTN,Bhutan,South Asia,2013,"2,400","7,071",3,,,"764,961"
BWA,Botswana,Sub-Saharan Africa,2013,"7,409","15,240",,,,"2,128,507"
CAF,Central African Republic,Sub-Saharan Africa,2013,300,593,,,,"4,499,653"
CAN,Canada,North America,2013,"49,359","42,339",1,1,2,"35,152,370"
CHE,Switzerland,Europe & Central Asia,2013,"75,500","56,536",1,1,1,"8,089,346"
CHI,Channel Islands,Europe & Central Asia,2013,,,,,,"162,180"
CHL,Chile,Latin America & Caribbean,2013,"14,551","21,998",3,1,5,"17,462,982"
CHN,China,East Asia & Pacific,2013,"5,722","11,951",1,,,"1,357,380,000"
CIV,Côte d'Ivoire,Sub-Saharan Africa,2013,"1,306","2,880",,,,"21,966,312"
CMR,Cameroon,Sub-Saharan Africa,2013,"1,385","3,100",,,,"21,655,715"
COD,Dem. Rep. Congo,Sub-Saharan Africa,2013,375,742,,,,"71,316,033"
COG,Congo,Sub-Saharan Africa,2013,"2,806","5,317",,,,"4,751,393"
COL,Colombia,Latin America & Caribbean,2013,"7,049","12,209",33,5,61,"47,342,981"
COM,Comoros,Sub-Saharan Africa,2013,"1,373","2,533",,,,"741,500"
CPV,Cabo Verde,Sub-Saharan Africa,2013,"3,390","5,964",10,3,18,"520,106"
CRI,Costa Rica,Latin America & Caribbean,2013,"8,852","14,035",9,2,16,"4,706,401"
CUB,Cuba,Latin America & Caribbean,2013,"6,133",,6,3,9,"11,412,167"
CUW,Curaçao,Latin America & Caribbean,2013,,,,,,"153,822"
CYM,Cayman Islands,Latin America & Caribbean,2013,,"49,694",9,,,"58,371"
CYP,Cyprus,Europe & Central Asia,2013,"27,242","29,978",1,1,2,"1,143,896"
CZE,Czech Republic,Europe & Central Asia,2013,"19,827","28,380",1,1,1,"10,514,272"
DEU,Germany,Europe & Central Asia,2013,"44,355","42,914",1,1,1,"80,645,605"
DJI,Djibouti,Middle East & North Africa,2013,,,,,,"896,688"
DMA,Dominica,Latin America & Caribbean,2013,"6,693","9,873",,,,"72,400"
DNK,Denmark,Europe & Central Asia,2013,"58,788","44,564",1,0,1,"5,614,932"
DOM,Dominican Republic,Latin America & Caribbean,2013,"5,833","11,907",19,,,"10,281,296"
DZA,Algeria,Middle East & North Africa,2013,"4,596","13,254",1,,,"38,338,562"
ECU,Ecuador,Latin America & Caribbean,2013,"5,311","10,665",11,3,19,"15,661,547"
EGY,Egypt,Middle East & North Africa,2013,"2,591","9,815",,,,"89,807,433"
ERI,Eritrea,Sub-Saharan Africa,2013,,,,,,
ESP,Spain,Europe & Central Asia,2013,"29,008","30,679",1,1,1,"46,620,045"
EST,Estonia,Europe & Central Asia,2013,"16,919","26,283",4,3,6,"1,317,997"
ETH,Ethiopia,Sub-Saharan Africa,2013,421,"1,326",,,,"94,887,724"
FIN,Finland,Europe & Central Asia,2013,"45,716","39,428",2,1,2,"5,438,972"
FJI,Fiji,East Asia & Pacific,2013,"3,894","7,840",2,2,2,"879,715"
FRA,France,Europe & Central Asia,2013,"41,283","37,399",1,,,"65,998,660"
FRO,Faroe Islands,Europe & Central Asia,2013,,,,,,"48,747"
FSM,Micronesia,East Asia & Pacific,2013,"2,785","3,209",,,,"103,702"
GAB,Gabon,Sub-Saharan Africa,2013,"9,408","16,503",,,,"1,817,271"
GBR,United Kingdom,Europe & Central Asia,2013,"40,249","37,601",1,1,1,"64,128,226"
GEO,Georgia,Europe & Central Asia,2013,"3,691","8,384",,,,"3,717,668"
GHA,Ghana,Sub-Saharan Africa,2013,"1,634","3,807",,,,"26,346,251"
GIB,Gibraltar,Europe & Central Asia,2013,,,,,,"33,831"
GIN,Guinea,Sub-Saharan Africa,2013,691,"1,712",,,,"11,536,615"
GMB,The Gambia,Sub-Saharan Africa,2013,542,"1,585",,,,"1,859,324"
GNB,Guinea-Bissau,Sub-Saharan Africa,2013,554,"1,421",,,,"1,681,495"
GNQ,Equatorial Guinea,Sub-Saharan Africa,2013,"16,635","32,736",,,,"1,083,746"
GRC,Greece,Europe & Central Asia,2013,"22,251","23,746",1,1,2,"10,965,211"
GRD,Grenada,Latin America & Caribbean,2013,"7,421","11,263",6,4,8,"105,909"
GRL,Greenland,Europe & Central Asia,2013,"43,954",,12,,,"56,483"
GTM,Guatemala,Latin America & Caribbean,2013,"2,948","7,005",34,8,60,"15,596,214"
GUM,Guam,East Asia & Pacific,2013,"31,748",,,,,"160,375"
GUY,Guyana,Latin America & Caribbean,2013,"3,487","6,697",20,8,33,"758,081"
HKG,"Hong Kong SAR, China",East Asia & Pacific,2013,"35,003","51,732",1,1,1,"7,178,900"
HND,Honduras,Latin America & Caribbean,2013,"2,033","4,178",74,11,138,"8,657,785"
HRV,Croatia,Europe & Central Asia,2013,"13,625","20,299",1,1,1,"4,255,689"
HTI,Haiti,Latin America & Caribbean,2013,718,"1,629",,,,"10,431,776"
HUN,Hungary,Europe & Central Asia,2013,"13,511","23,121",2,1,2,"9,893,082"
IDN,Indonesia,East Asia & Pacific,2013,"3,560","9,643",1,,,"252,032,263"
IMN,Isle of Man,Europe & Central Asia,2013,"79,405",,2,,,"82,013"
IND,India,South Asia,2013,"1,547","5,074",4,3,4,"1,278,562,207"
IRL,Ireland,Europe & Central Asia,2013,"50,587","45,190",1,0,2,"4,623,816"
IRN,Iran,Middle East & North Africa,2013,"5,964","16,383",3,1,4,"77,435,384"
IRQ,Iraq,Middle East & North Africa,2013,"5,390","15,224",10,3,16,"33,883,145"
ISL,Iceland,Europe & Central Asia,2013,"45,421","42,372",0,0,1,"323,764"
ISR,Israel,Middle East & North Africa,2013,"32,374","31,325",,,,"8,059,500"
ITA,Italy,Europe & Central Asia,2013,"33,887","34,220",1,1,1,"60,233,948"
JAM,Jamaica,Latin America & Caribbean,2013,"4,703","8,029",42,9,76,"2,851,807"
JOR,Jordan,Middle East & North Africa,2013,"3,401","8,757",2,,,"8,413,464"
JPN,Japan,East Asia & Pacific,2013,"46,249","37,149",0,0,0,"127,445,000"
KAZ,Kazakhstan,Europe & Central Asia,2013,"10,368","22,972",7,3,10,"17,035,550"
KEN,Kenya,Sub-Saharan Africa,2013,"1,048","2,683",5,,,"44,826,849"
KGZ,Kyrgyz Republic,Europe & Central Asia,2013,984,"3,121",4,,,"5,719,600"
KHM,Cambodia,East Asia & Pacific,2013,923,"2,964",,,,"15,022,692"
KIR,Kiribati,East Asia & Pacific,2013,"1,595","1,842",,,,"108,535"
KNA,St. Kitts and Nevis,Latin America & Caribbean,2013,"15,380","24,161",,,,"53,169"
KOR,Korea,East Asia & Pacific,2013,"23,685","32,549",1,1,1,"50,428,893"
KWT,Kuwait,Middle East & North Africa,2013,"37,924","74,085",,,,"3,598,385"
LAO,Lao PDR,East Asia & Pacific,2013,"1,384","5,116",,,,"6,494,557"
LBN,Lebanon,Middle East & North Africa,2013,"7,755","14,402",4,,,"5,276,102"
LBR,Liberia,Sub-Saharan Africa,2013,592,"1,270",,,,"4,286,291"
LBY,Libya,Middle East & North Africa,2013,"8,824","21,570",,,,"6,195,970"
LCA,St. Lucia,Latin America & Caribbean,2013,"7,986","11,756",19,6,33,"175,660"
LIE,Liechtenstein,Europe & Central Asia,2013,,,0,,,"36,834"
LKA,Sri Lanka,South Asia,2013,"3,371","10,239",3,1,5,"20,585,000"
LSO,Lesotho,Sub-Saharan Africa,2013,"1,287","2,631",31,,,"2,117,361"
LTU,Lithuania,Europe & Central Asia,2013,"14,302","25,144",7,4,10,"2,957,689"
LUX,Luxembourg,Europe & Central Asia,2013,"103,722","90,656",0,,,"543,360"
LVA,Latvia,Europe & Central Asia,2013,"13,381","21,564",2,2,3,"2,012,647"
MAC,"Macao SAR, China",East Asia & Pacific,2013,"72,183","135,319",0,0,0,"575,841"
MAF,St. Martin (French part),Latin America & Caribbean,2013,,,,,,"31,264"
MAR,Morocco,Middle East & North Africa,2013,"3,077","6,996",1,0,2,"33,824,769"
MCO,Monaco,Europe & Central Asia,2013,"167,325",,0,,,"37,971"
MDA,Moldova,Europe & Central Asia,2013,"1,895","4,542",4,3,6,"3,558,566"
MDG,Madagascar,Sub-Saharan Africa,2013,406,"1,364",,,,"22,961,146"
MDV,Maldives,South Asia,2013,"7,777","13,149",1,0,1,"397,397"
