Country Code,Short Name,Region,year,GDPPerCapita,GDPperCapitaPPP,Homicide,HomicideFemale,HomicideFemale,Population
BHS,The Bahamas,Latin America & Caribbean,2007,"31,031","32,410",23,5,42,"342,328"
BIH,Bosnia and Herzegovina,Europe & Central Asia,2007,"4,412","9,293",2,,,"3,774,000"
BLR,Belarus,Europe & Central Asia,2007,"5,155","13,560",7,4,10,"9,560,953"
BLZ,Belize,Latin America & Caribbean,2007,"4,357","7,895",33,,,"298,407"
BMU,Bermuda,North America,2007,"94,030","60,117",5,,,"64,888"
BOL,Bolivia,Latin America & Caribbean,2007,"1,822","4,972",8,,,"9,441,444"
BRA,Brazil,Latin America & Caribbean,2007,"10,245","13,271",23,4,44,"191,026,637"
BRB,Barbados,Latin America & Caribbean,2007,"17,016","17,249",9,4,14,"276,150"
BRN,Brunei,East Asia & Pacific,2007,"36,998","84,504",1,,,"374,864"
BTN,Bhutan,South Asia,2007,"1,849","5,446",2,,,"686,958"
BWA,Botswana,Sub-Saharan Africa,2007,"6,270","12,897",15,,,"1,914,414"
CAF,Central African Republic,Sub-Saharan Africa,2007,434,857,,,,"4,275,800"
CAN,Canada,North America,2007,"48,553","41,647",2,1,3,"32,887,928"
CHE,Switzerland,Europe & Central Asia,2007,"75,144","56,269",1,1,1,"7,551,117"
CHI,Channel Islands,Europe & Central Asia,2007,,,,,,"156,513"
CHL,Chile,Latin America & Caribbean,2007,"12,285","18,573",4,1,6,"16,491,687"
CHN,China,East Asia & Pacific,2007,"3,488","7,285",1,,,"1,317,885,000"
CIV,Côte d'Ivoire,Sub-Saharan Africa,2007,"1,207","2,662",,,,"19,085,941"
CMR,Cameroon,Sub-Saharan Africa,2007,"1,299","2,908",,,,"18,395,389"
COD,Dem. Rep. Congo,Sub-Saharan Africa,2007,315,623,,,,"58,417,562"
COG,Congo,Sub-Saharan Africa,2007,"2,448","4,637",,,,"3,976,246"
COL,Colombia,Latin America & Caribbean,2007,"5,913","10,240",39,6,72,"44,374,572"
COM,Comoros,Sub-Saharan Africa,2007,"1,269","2,341",,,,"641,620"
CPV,Cabo Verde,Sub-Saharan Africa,2007,"3,202","5,634",6,,,"486,438"
CRI,Costa Rica,Latin America & Caribbean,2007,"7,842","12,433",8,2,15,"4,369,469"
CUB,Cuba,Latin America & Caribbean,2007,"5,262",,5,2,8,"11,303,687"
CUW,Curaçao,Latin America & Caribbean,2007,,,19,4,37,"144,056"
CYM,Cayman Islands,Latin America & Caribbean,2007,,"60,384",4,,,"51,483"
CYP,Cyprus,Europe & Central Asia,2007,"32,379","35,630",1,1,2,"1,063,712"
CZE,Czech Republic,Europe & Central Asia,2007,"20,151","28,844",1,1,1,"10,298,828"
DEU,Germany,Europe & Central Asia,2007,"41,832","40,474",1,1,1,"82,266,372"
DJI,Djibouti,Middle East & North Africa,2007,,,,,,"809,402"
DMA,Dominica,Latin America & Caribbean,2007,"6,530","9,634",10,,,"70,950"
DNK,Denmark,Europe & Central Asia,2007,"61,175","46,374",1,1,1,"5,461,438"
DOM,Dominican Republic,Latin America & Caribbean,2007,"5,032","10,271",22,4,41,"9,504,353"
DZA,Algeria,Middle East & North Africa,2007,"4,359","12,571",1,,,"34,300,076"
ECU,Ecuador,Latin America & Caribbean,2007,"4,422","8,880",16,3,29,"14,205,453"
EGY,Egypt,Middle East & North Africa,2007,"2,333","8,840",1,0,1,"79,537,253"
ERI,Eritrea,Sub-Saharan Africa,2007,532,"1,563",,,,"4,153,332"
ESP,Spain,Europe & Central Asia,2007,"32,460","34,330",1,1,1,"45,226,803"
EST,Estonia,Europe & Central Asia,2007,"17,627","27,383",7,3,12,"1,340,680"
ETH,Ethiopia,Sub-Saharan Africa,2007,272,857,,,,"81,000,409"
FIN,Finland,Europe & Central Asia,2007,"49,239","42,467",2,2,3,"5,288,720"
FJI,Fiji,East Asia & Pacific,2007,"3,667","7,383",3,4,1,"834,812"
FRA,France,Europe & Central Asia,2007,"41,630","37,713",2,,,"64,016,227"
FRO,Faroe Islands,Europe & Central Asia,2007,,,,,,"48,448"
FSM,Micronesia,East Asia & Pacific,2007,"2,795","3,221",,,,"105,078"
GAB,Gabon,Sub-Saharan Africa,2007,"9,299","16,312",,,,"1,489,193"
GBR,United Kingdom,Europe & Central Asia,2007,"41,050","38,350",1,1,2,"61,322,463"
GEO,Georgia,Europe & Central Asia,2007,"2,876","6,532",8,2,14,"3,860,158"
GHA,Ghana,Sub-Saharan Africa,2007,"1,148","2,675",2,,,"22,700,212"
GIB,Gibraltar,Europe & Central Asia,2007,,,,,,"32,510"
GIN,Guinea,Sub-Saharan Africa,2007,629,"1,559",,,,"10,096,727"
GMB,The Gambia,Sub-Saharan Africa,2007,516,"1,508",,,,"1,539,116"
GNB,Guinea-Bissau,Sub-Saharan Africa,2007,526,"1,350",,,,"1,445,958"
GNQ,Equatorial Guinea,Sub-Saharan Africa,2007,"18,075","35,571",,,,"829,327"
GRC,Greece,Europe & Central Asia,2007,"30,055","32,074",1,1,2,"11,048,473"
GRD,Grenada,Latin America & Caribbean,2007,"7,936","12,044",11,4,17,"103,586"
GRL,Greenland,Europe & Central Asia,2007,"40,627",,14,,,"56,555"
GTM,Guatemala,Latin America & Caribbean,2007,"2,825","6,713",42,8,77,"13,700,286"
GUM,Guam,East Asia & Pacific,2007,"29,577",,1,,,"158,855"
GUY,Guyana,Latin America & Caribbean,2007,"2,764","5,308",15,8,23,"747,869"
HKG,"Hong Kong SAR, China",East Asia & Pacific,2007,"31,082","45,937",0,0,0,"6,916,300"
HND,Honduras,Latin America & Caribbean,2007,"1,948","4,002",47,8,85,"7,707,972"
HRV,Croatia,Europe & Central Asia,2007,"14,897","22,195",1,1,2,"4,310,217"
HTI,Haiti,Latin America & Caribbean,2007,705,"1,600",5,,,"9,556,889"
HUN,Hungary,Europe & Central Asia,2007,"13,728","23,493",2,1,2,"10,055,780"
IDN,Indonesia,East Asia & Pacific,2007,"2,751","7,451",,,,"232,989,141"
IMN,Isle of Man,Europe & Central Asia,2007,"68,908",,,,,"77,727"
IND,India,South Asia,2007,"1,177","3,860",4,3,5,"1,179,681,239"
IRL,Ireland,Europe & Central Asia,2007,"54,096","48,325",2,1,3,"4,398,942"
IRN,Iran,Middle East & North Africa,2007,"6,312","17,338",,,,"72,031,103"
IRQ,Iraq,Middle East & North Africa,2007,"4,098","11,575",,,,"28,390,433"
ISL,Iceland,Europe & Central Asia,2007,"46,630","43,499",1,0,1,"311,566"
ISR,Israel,Middle East & North Africa,2007,"29,614","28,654",2,1,3,"7,180,100"
ITA,Italy,Europe & Central Asia,2007,"38,237","38,612",1,0,2,"58,438,310"
JAM,Jamaica,Latin America & Caribbean,2007,"5,087","8,684",57,11,104,"2,775,467"
JOR,Jordan,Middle East & North Africa,2007,"3,687","9,493",2,1,3,"6,193,191"
JPN,Japan,East Asia & Pacific,2007,"45,687","36,697",0,0,0,"128,001,000"
KAZ,Kazakhstan,Europe & Central Asia,2007,"8,524","18,885",,,,"15,484,192"
KEN,Kenya,Sub-Saharan Africa,2007,936,"2,395",3,,,"38,085,909"
KGZ,Kyrgyz Republic,Europe & Central Asia,2007,820,"2,599",8,4,13,"5,268,400"
KHM,Cambodia,East Asia & Pacific,2007,726,"2,333",3,,,"13,676,693"
KIR,Kiribati,East Asia & Pacific,2007,"1,658","1,915",,,,"96,311"
KNA,St. Kitts and Nevis,Latin America & Caribbean,2007,"15,191","23,864",32,,,"49,783"
KOR,Korea,East Asia & Pacific,2007,"20,385","28,014",,,,"48,683,638"
KWT,Kuwait,Middle East & North Africa,2007,"49,589","96,870",2,1,3,"2,503,410"
LAO,Lao PDR,East Asia & Pacific,2007,952,"3,521",,,,"5,949,787"
LBN,Lebanon,Middle East & North Africa,2007,"7,238","13,442",,,,"4,086,466"
LBR,Liberia,Sub-Saharan Africa,2007,475,"1,019",3,,,"3,512,932"
LBY,Libya,Middle East & North Africa,2007,"11,708","28,622",,,,"5,970,362"
LCA,St. Lucia,Latin America & Caribbean,2007,"7,917","11,654",17,,,"167,288"
LIE,Liechtenstein,Europe & Central Asia,2007,,,0,,,"35,322"
LKA,Sri Lanka,South Asia,2007,"2,416","7,339",,,,"19,810,789"
LSO,Lesotho,Sub-Saharan Africa,2007,"1,030","2,105",45,,,"1,982,287"
LTU,Lithuania,Europe & Central Asia,2007,"12,928","22,729",8,4,14,"3,231,294"
LUX,Luxembourg,Europe & Central Asia,2007,"111,968","97,864",1,1,2,"479,993"
LVA,Latvia,Europe & Central Asia,2007,"13,614","21,939",4,,,"2,200,325"
MAC,"Macao SAR, China",East Asia & Pacific,2007,"42,538","79,743",1,,,"503,823"
MAF,St. Martin (French part),Latin America & Caribbean,2007,,,,,,"28,905"
MAR,Morocco,Middle East & North Africa,2007,"2,566","5,834",2,,,"31,225,881"
MCO,Monaco,Europe & Central Asia,2007,"167,533",,0,,,"35,111"
MDA,Moldova,Europe & Central Asia,2007,"1,497","3,589",5,3,8,"3,576,910"
MDG,Madagascar,Sub-Saharan Africa,2007,436,"1,463",,,,"19,433,523"
MDV,Maldives,South Asia,2007,"7,069","11,952",1,,,"336,070"
MEX,Mexico,Latin America & Caribbean,2007,"9,393","16,372",8,2,14,"111,836,346"
MHL,Marshall Islands,East Asia & Pacific,2007,"3,072","3,397",,,,"52,137"
MKD,North Macedonia,Europe & Central Asia,2007,"4,193","10,481",2,1,3,"2,065,458"
MLI,Mali,Sub-Saharan Africa,2007,675,"1,785",,,,"13,675,606"
MLT,Malta,Middle East & North Africa,2007,"20,591","27,691",1,0,1,"406,724"
MMR,Myanmar,East Asia & Pacific,2007,754,"2,840",2,,,"49,171,586"
MNE,Montenegro,Europe & Central Asia,2007,"6,480","13,614",2,1,3,"615,875"
MNG,Mongolia,East Asia & Pacific,2007,"2,426","7,055",11,5,18,"2,591,670"
MNP,Northern Mariana Islands,East Asia & Pacific,2007,"18,056",,,,,"59,513"
MOZ,Mozambique,Sub-Saharan Africa,2007,377,826,4,,,"22,188,387"
MRT,Mauritania,Sub-Saharan Africa,2007,"1,249","3,449",,,,"3,312,665"
MUS,Mauritius,Sub-Saharan Africa,2007,"7,101","14,146",4,2,5,"1,239,630"
MWI,Malawi,Sub-Saharan Africa,2007,403,908,5,,,"13,840,969"
MYS,Malaysia,East Asia & Pacific,2007,"8,636","20,093",2,,,"26,625,845"
NAM,Namibia,Sub-Saharan Africa,2007,"4,969","8,098",,,,"2,079,915"
NCL,New Caledonia,East Asia & Pacific,2007,,,5,,,"239,250"
NER,Niger,Sub-Saharan Africa,2007,331,773,,,,"14,668,338"
NGA,Nigeria,Sub-Saharan Africa,2007,"1,992","4,419",,,,"146,417,024"
NIC,Nicaragua,Latin America & Caribbean,2007,"1,519","4,008",13,,,"5,522,106"
NLD,Netherlands,Europe & Central Asia,2007,"51,447","46,552",1,1,1,"16,381,696"
NOR,Norway,Europe & Central Asia,2007,"91,617","65,083",1,1,1,"4,709,153"
NPL,Nepal,South Asia,2007,525,"1,761",3,,,"26,214,847"
NRU,Nauru,East Asia & Pacific,2007,"2,969","3,984",,,,"10,002"
NZL,New Zealand,East Asia & Pacific,2007,"34,257","32,658",1,1,1,"4,223,800"
OMN,Oman,Middle East & North Africa,2007,"18,302","43,035",1,,,"2,662,762"
PAK,Pakistan,South Asia,2007,"1,041","4,288",7,,,"160,332,974"
PAN,Panama,Latin America & Caribbean,2007,"7,242","14,006",8,1,15,"3,453,807"
PER,Peru,Latin America & Caribbean,2007,"4,363","8,649",,,,"28,292,724"
PHL,Philippines,East Asia & Pacific,2007,"1,971","5,181",7,2,11,"89,293,490"
PLW,Palau,East Asia & Pacific,2007,"10,168","13,608",,,,"20,116"
PNG,Papua New Guinea,East Asia & Pacific,2007,"1,833","2,919",8,4,12,"6,627,922"
POL,Poland,Europe & Central Asia,2007,"11,321","19,563",1,1,2,"38,120,560"
PRI,Puerto Rico,Latin America & Caribbean,2007,"27,135","34,821",19,3,38,"3,782,995"
PRK,Dem. People's Rep. Korea,East Asia & Pacific,2007,,,,,,"24,203,289"
PRT,Portugal,Europe & Central Asia,2007,"22,817","27,575",2,1,3,"10,542,964"
PRY,Paraguay,Latin America & Caribbean,2007,"3,869","8,652",13,2,24,"5,966,159"
PSE,West Bank and Gaza,Middle East & North Africa,2007,"2,047","4,013",,,,"3,494,496"
PYF,French Polynesia,East Asia & Pacific,2007,,,3,,,"260,594"
QAT,Qatar,Middle East & North Africa,2007,"66,762","118,832",1,1,1,"1,189,633"
ROU,Romania,Europe & Central Asia,2007,"8,040","17,109",2,1,3,"20,882,982"
RUS,Russia,Europe & Central Asia,2007,"10,532","22,799",18,8,29,"142,805,088"
RWA,Rwanda,Sub-Saharan Africa,2007,482,"1,170",3,,,"9,447,402"
SAU,Saudi Arabia,Middle East & North Africa,2007,"19,136","45,130",1,,,"25,252,569"
SDN,Sudan,Sub-Saharan Africa,2007,"1,385","3,158",5,,,"32,282,526"
SEN,Senegal,Sub-Saharan Africa,2007,"1,241","2,694",,,,"11,873,557"
SGP,Singapore,East Asia & Pacific,2007,"44,191","68,433",0,0,1,"4,588,599"
SLB,Solomon Islands,East Asia & Pacific,2007,"1,268","1,839",5,,,"492,940"
SLE,Sierra Leone,Sub-Saharan Africa,2007,374,"1,125",2,,,"6,015,417"
SLV,El Salvador,Latin America & Caribbean,2007,"2,970","6,253",57,11,109,"6,083,475"
SMR,San Marino,Europe & Central Asia,2007,"84,458","90,727",0,,,"29,977"
SOM,Somalia,Sub-Saharan Africa,2007,,,,,,"11,038,596"
SRB,Serbia,Europe & Central Asia,2007,"5,206","12,206",2,1,3,"7,381,579"
SSD,South Sudan,Sub-Saharan Africa,2007,,,,,,"8,856,800"
STP,São Tomé and Principe,Sub-Saharan Africa,2007,"1,024","2,395",2,,,"163,101"
SUR,Suriname,Latin America & Caribbean,2007,"7,596","13,001",9,6,12,"509,705"
SVK,Slovak Republic,Europe & Central Asia,2007,"15,869","24,050",2,1,2,"5,374,622"
SVN,Slovenia,Europe & Central Asia,2007,"24,673","30,191",1,1,2,"2,018,122"
SWE,Sweden,Europe & Central Asia,2007,"53,421","44,051",1,1,2,"9,148,092"
SWZ,Eswatini,Sub-Saharan Africa,2007,"3,668","7,253",15,,,"1,138,434"
SXM,Sint Maarten (Dutch part),Latin America & Caribbean,2007,,,,,,"33,811"
SYC,Seychelles,Sub-Saharan Africa,2007,"11,125","20,968",9,3,14,"85,033"
SYR,Syrian Arab Republic,Middle East & North Africa,2007,,,3,,,"19,632,806"
TCA,Turks and Caicos Islands,Latin America & Caribbean,2007,,,7,,,"28,640"
TCD,Chad,Sub-Saharan Africa,2007,811,"1,741",,,,"10,775,708"
TGO,Togo,Sub-Saharan Africa,2007,490,"1,141",,,,"5,997,385"
THA,Thailand,East Asia & Pacific,2007,"4,744","12,607",7,2,12,"66,195,615"
TJK,Tajikistan,Europe & Central Asia,2007,661,"1,884",2,1,3,"7,152,385"
TKM,Turkmenistan,Europe & Central Asia,2007,"3,489","7,815",,,,"4,870,137"
TLS,Timor-Leste,East Asia & Pacific,2007,"3,677","9,039",6,,,"1,064,973"
TON,Tonga,East Asia & Pacific,2007,"3,304","4,642",1,0,2,"102,357"
TTO,Trinidad and Tobago,Latin America & Caribbean,2007,"16,570","31,048",30,5,56,"1,309,260"
TUN,Tunisia,Middle East & North Africa,2007,"3,847","9,698",3,,,"10,298,087"
TUR,Turkey,Europe & Central Asia,2007,"10,638","17,901",5,2,9,"69,597,281"
TUV,Tuvalu,East Asia & Pacific,2007,"3,095","3,059",0,,,"10,243"
TZA,Tanzania,Sub-Saharan Africa,2007,665,"1,992",,,,"41,923,715"
UGA,Uganda,Sub-Saharan Africa,2007,538,"1,370",9,,,"30,590,487"
UKR,Ukraine,Europe & Central Asia,2007,"3,230","8,522",6,,,"46,509,350"
URY,Uruguay,Latin America & Caribbean,2007,"10,015","14,330",6,2,10,"3,339,741"
USA,United States,North America,2007,"49,980","51,024",6,2,9,"301,231,207"
UZB,Uzbekistan,Europe & Central Asia,2007,"1,145","3,525",3,,,"26,868,000"
VCT,St. Vincent and the Grenadines,Latin America & Caribbean,2007,"6,499","10,342",37,16,56,"109,047"
VEN,Venezuela,Latin America & Caribbean,2007,"14,144","17,276",48,5,90,"27,691,965"
VGB,British Virgin Islands,Latin America & Caribbean,2007,,,,,,"24,731"
VIR,Virgin Islands,Latin America & Caribbean,2007,"42,118",,40,5,78,"108,339"
VNM,Vietnam,East Asia & Pacific,2007,"1,139","3,831",1,,,"85,889,590"
VUT,Vanuatu,East Asia & Pacific,2007,"2,851","2,834",,,,"219,953"
WSM,Samoa,East Asia & Pacific,2007,"3,651","5,709",,,,"182,286"
XKX,Kosovo,Europe & Central Asia,2007,"3,069","7,396",,,,"1,733,404"
YEM,Yemen,Middle East & North Africa,2007,"1,225","4,192",4,,,"21,751,605"
ZAF,South Africa,Sub-Saharan Africa,2007,"7,187","11,741",37,11,64,"49,887,181"
ZMB,Zambia,Sub-Saharan Africa,2007,"1,227","2,749",,,,"12,725,974"
ZWE,Zimbabwe,Sub-Saharan Africa,2007,818,"1,664",,,,"13,329,909"
ABW,Aruba,Latin America & Caribbean,2008,"27,367","40,083",5,2,8,"101,353"
AFG,Afghanistan,South Asia,2008,418,"1,288",,,,"27,294,031"
AGO,Angola,Sub-Saharan Africa,2008,"3,641","6,455",,,,"21,759,420"
ALB,Albania,Europe & Central Asia,2008,"3,775","9,154",3,1,5,"2,947,314"
AND,Andorra,Europe & Central Asia,2008,"43,901",,1,2,0,"83,861"
ARE,United Arab Emirates,Middle East & North Africa,2008,"43,659","71,315",,,,"6,894,278"
ARG,Argentina,Latin America & Caribbean,2008,"10,125","18,437",,,,"40,382,389"
ARM,Armenia,Europe & Central Asia,2008,"3,629","7,558",3,2,5,"2,908,220"
ASM,American Samoa,East Asia & Pacific,2008,"10,500",,5,,,"57,030"
ATG,Antigua and Barbuda,Latin America & Caribbean,2008,"15,279","24,111",17,10,25,"92,478"
AUS,Australia,East Asia & Pacific,2008,"51,771","41,332",1,1,2,"21,249,200"
AUT,Austria,Europe & Central Asia,2008,"48,053","44,442",1,1,1,"8,321,496"
AZE,Azerbaijan,Europe & Central Asia,2008,"5,262","14,365",2,,,"8,763,400"
BDI,Burundi,Sub-Saharan Africa,2008,227,710,4,,,"8,212,264"
BEL,Belgium,Europe & Central Asia,2008,"44,956","41,619",2,1,2,"10,709,973"
BEN,Benin,Sub-Saharan Africa,2008,767,"1,841",,,,"8,696,916"
BFA,Burkina Faso,Sub-Saharan Africa,2008,563,"1,394",1,,,"14,689,726"
BGD,Bangladesh,South Asia,2008,699,"2,252",3,,,"148,805,814"
BGR,Bulgaria,Europe & Central Asia,2008,"6,914","15,442",2,1,4,"7,492,561"
BHR,Bahrain,Middle East & North Africa,2008,"21,564","42,218",1,,,"1,114,590"
BHS,The Bahamas,Latin America & Caribbean,2008,"29,758","31,080",21,4,39,"348,676"
BIH,Bosnia and Herzegovina,Europe & Central Asia,2008,"4,665","9,825",2,,,"3,763,599"
BLR,Belarus,Europe & Central Asia,2008,"5,700","14,995",6,4,8,"9,527,985"
BLZ,Belize,Latin America & Caribbean,2008,"4,383","7,943",34,,,"306,165"
BMU,Bermuda,North America,2008,"94,903","60,676",8,,,"65,273"
BOL,Bolivia,Latin America & Caribbean,2008,"1,902","5,191",9,3,14,"9,599,855"
BRA,Brazil,Latin America & Caribbean,2008,"10,658","13,806",24,4,44,"192,979,029"
BRB,Barbados,Latin America & Caribbean,2008,"16,965","17,198",8,3,14,"277,319"
BRN,Brunei,East Asia & Pacific,2008,"35,860","81,906",0,,,"379,252"
BTN,Bhutan,South Asia,2008,"1,898","5,592",3,,,"700,950"
BWA,Botswana,Sub-Saharan Africa,2008,"6,553","13,478",14,,,"1,946,351"
CAF,Central African Republic,Sub-Saharan Africa,2008,436,861,,,,"4,345,386"
CAN,Canada,North America,2008,"48,511","41,611",2,1,3,"33,245,773"
CHE,Switzerland,Europe & Central Asia,2008,"75,794","56,756",1,1,1,"7,647,675"
CHI,Channel Islands,Europe & Central Asia,2008,,,1,,,"157,581"
CHL,Chile,Latin America & Caribbean,2008,"12,589","19,032",4,1,6,"16,661,942"
CHN,China,East Asia & Pacific,2008,"3,805","7,948",1,,,"1,324,655,000"
CIV,Côte d'Ivoire,Sub-Saharan Africa,2008,"1,212","2,672",,,,"19,497,986"
CMR,Cameroon,Sub-Saharan Africa,2008,"1,308","2,928",4,,,"18,907,008"
COD,Dem. Rep. Congo,Sub-Saharan Africa,2008,324,640,,,,"60,373,608"
COG,Congo,Sub-Saharan Africa,2008,"2,497","4,730",,,,"4,115,435"
COL,Colombia,Latin America & Caribbean,2008,"6,034","10,450",36,6,67,"44,901,544"
COM,Comoros,Sub-Saharan Africa,2008,"1,288","2,377",,,,"657,229"
CPV,Cabo Verde,Sub-Saharan Africa,2008,"3,379","5,944",7,,,"491,723"
CRI,Costa Rica,Latin America & Caribbean,2008,"8,095","12,835",12,3,20,"4,429,508"
CUB,Cuba,Latin America & Caribbean,2008,"5,476",,5,2,7,"11,309,754"
CUW,Curaçao,Latin America & Caribbean,2008,,,,,,"145,880"
CYM,Cayman Islands,Latin America & Caribbean,2008,,"58,528",8,,,"52,926"
CYP,Cyprus,Europe & Central Asia,2008,"32,727","36,014",1,0,1,"1,081,563"
CZE,Czech Republic,Europe & Central Asia,2008,"20,521","29,373",1,1,1,"10,384,603"
DEU,Germany,Europe & Central Asia,2008,"42,365","40,989",1,1,1,"82,110,097"
DJI,Djibouti,Middle East & North Africa,2008,,,,,,"822,934"
DMA,Dominica,Latin America & Caribbean,2008,"6,983","10,302",10,,,"71,074"
DNK,Denmark,Europe & Central Asia,2008,"60,505","45,866",1,1,1,"5,493,621"
DOM,Dominican Republic,Latin America & Caribbean,2008,"5,122","10,455",25,4,46,"9,636,520"
DZA,Algeria,Middle East & North Africa,2008,"4,390","12,660",1,,,"34,860,715"
ECU,Ecuador,Latin America & Caribbean,2008,"4,624","9,286",18,3,33,"14,447,562"
EGY,Egypt,Middle East & North Africa,2008,"2,457","9,307",1,0,2,"80,953,881"
ERI,Eritrea,Sub-Saharan Africa,2008,471,"1,384",,,,"4,232,636"
ESP,Spain,Europe & Central Asia,2008,"32,303","34,164",1,1,1,"45,954,106"
EST,Estonia,Europe & Central Asia,2008,"16,717","25,969",6,3,11,"1,337,090"
ETH,Ethiopia,Sub-Saharan Africa,2008,294,925,,,,"83,184,892"
FIN,Finland,Europe & Central Asia,2008,"49,364","42,575",3,2,3,"5,313,399"
FJI,Fiji,East Asia & Pacific,2008,"3,668","7,384",2,2,2,"843,340"
FRA,France,Europe & Central Asia,2008,"41,479","37,576",2,,,"64,374,989"
FRO,Faroe Islands,Europe & Central Asia,2008,,,,,,"48,485"
FSM,Micronesia,East Asia & Pacific,2008,"2,749","3,168",,,,"104,478"
GAB,Gabon,Sub-Saharan Africa,2008,"8,715","15,288",,,,"1,536,411"
GBR,United Kingdom,Europe & Central Asia,2008,"40,536","37,869",1,1,2,"61,806,995"
GEO,Georgia,Europe & Central Asia,2008,"2,954","6,710",6,2,11,"3,848,449"
GHA,Ghana,Sub-Saharan Africa,2008,"1,221","2,845",2,,,"23,298,640"
GIB,Gibraltar,Europe & Central Asia,2008,,,,,,"32,732"
GIN,Guinea,Sub-Saharan Africa,2008,641,"1,587",,,,"10,323,142"
GMB,The Gambia,Sub-Saharan Africa,2008,528,"1,545",,,,"1,588,572"
GNB,Guinea-Bissau,Sub-Saharan Africa,2008,530,"1,361",,,,"1,480,841"
GNQ,Equatorial Guinea,Sub-Saharan Africa,2008,"20,334","40,016",,,,"868,418"
GRC,Greece,Europe & Central Asia,2008,"29,875","31,882",1,1,2,"11,077,841"
GRD,Grenada,Latin America & Caribbean,2008,"7,985","12,118",15,4,27,"103,930"
GRL,Greenland,Europe & Central Asia,2008,"43,306",,14,,,"56,328"
GTM,Guatemala,Latin America & Caribbean,2008,"2,854","6,782",45,10,82,"14,006,366"
GUM,Guam,East Asia & Pacific,2008,"30,054",,1,,,"159,035"
GUY,Guyana,Latin America & Caribbean,2008,"2,825","5,425",21,10,32,"746,314"
HKG,"Hong Kong SAR, China",East Asia & Pacific,2008,"31,554","46,635",1,1,0,"6,957,800"
HND,Honduras,Latin America & Caribbean,2008,"1,988","4,084",57,8,106,"7,872,658"
HRV,Croatia,Europe & Central Asia,2008,"15,202","22,650",2,1,2,"4,309,705"
HTI,Haiti,Latin America & Caribbean,2008,700,"1,589",5,,,"9,705,029"
HUN,Hungary,Europe & Central Asia,2008,"13,869","23,735",2,1,2,"10,038,188"
IDN,Indonesia,East Asia & Pacific,2008,"2,877","7,793",1,,,"236,159,276"
IMN,Isle of Man,Europe & Central Asia,2008,"71,405",,,,,"78,534"
IND,India,South Asia,2008,"1,196","3,922",4,3,5,"1,197,146,906"
IRL,Ireland,Europe & Central Asia,2008,"50,918","45,486",1,0,2,"4,489,544"
IRN,Iran,Middle East & North Africa,2008,"6,257","17,187",,,,"72,845,542"
IRQ,Iraq,Middle East & North Africa,2008,"4,326","12,217",16,4,27,"29,111,417"
ISL,Iceland,Europe & Central Asia,2008,"46,530","43,406",0,,,"317,414"
ISR,Israel,Middle East & North Africa,2008,"29,962","28,991",2,1,3,"7,308,800"
ITA,Italy,Europe & Central Asia,2008,"37,585","37,954",1,0,2,"58,826,731"
JAM,Jamaica,Latin America & Caribbean,2008,"5,019","8,568",58,12,105,"2,790,122"
JOR,Jordan,Middle East & North Africa,2008,"3,773","9,715",2,1,3,"6,489,822"
JPN,Japan,East Asia & Pacific,2008,"45,166","36,278",1,1,1,"128,063,000"
KAZ,Kazakhstan,Europe & Central Asia,2008,"8,698","19,272",11,4,19,"15,674,000"
KEN,Kenya,Sub-Saharan Africa,2008,912,"2,335",3,,,"39,148,416"
KGZ,Kyrgyz Republic,Europe & Central Asia,2008,880,"2,791",8,3,13,"5,318,700"
KHM,Cambodia,East Asia & Pacific,2008,764,"2,452",2,,,"13,880,509"
KIR,Kiribati,East Asia & Pacific,2008,"1,588","1,834",7,,,"98,440"
KNA,St. Kitts and Nevis,Latin America & Caribbean,2008,"16,000","25,135",46,,,"50,332"
KOR,Korea,East Asia & Pacific,2008,"20,804","28,588",,,,"49,054,708"
KWT,Kuwait,Middle East & North Africa,2008,"47,965","93,698",1,1,2,"2,652,340"
LAO,Lao PDR,East Asia & Pacific,2008,"1,009","3,732",,,,"6,052,190"
LBN,Lebanon,Middle East & North Africa,2008,"7,860","14,598",4,,,"4,111,047"
LBR,Liberia,Sub-Saharan Africa,2008,488,"1,047",5,,,"3,662,993"
LBY,Libya,Middle East & North Africa,2008,"11,856","28,984",,,,"6,053,078"
LCA,St. Lucia,Latin America & Caribbean,2008,"8,242","12,133",23,,,"169,220"
LIE,Liechtenstein,Europe & Central Asia,2008,,,3,,,"35,541"
LKA,Sri Lanka,South Asia,2008,"2,543","7,723",10,3,17,"19,945,832"
LSO,Lesotho,Sub-Saharan Africa,2008,"1,090","2,228",38,,,"1,999,930"
LTU,Lithuania,Europe & Central Asia,2008,"13,405","23,568",9,5,15,"3,198,231"
LUX,Luxembourg,Europe & Central Asia,2008,"108,577","94,900",2,,,"488,650"
LVA,Latvia,Europe & Central Asia,2008,"13,270","21,384",5,,,"2,177,322"
MAC,"Macao SAR, China",East Asia & Pacific,2008,"43,081","80,762",1,1,0,"514,348"
MAF,St. Martin (French part),Latin America & Caribbean,2008,,,,,,"29,376"
MAR,Morocco,Middle East & North Africa,2008,"2,686","6,107",1,,,"31,596,855"
MCO,Monaco,Europe & Central Asia,2008,"165,266",,0,,,"35,853"
MDA,Moldova,Europe & Central Asia,2008,"1,617","3,876",6,4,7,"3,570,108"
